time,open,high,low,close,MRI Status
1762439400,461.97,467.44,435.1,446.83,0
1762453800,446.82,451.45,444.18,445.93,0
1762525800,438,439.36,421.88,429.7,0
1762540200,429.8,437.59,428.13,429.39,0
1762785000,439.6,449.67,433.36,444.56,0
1762799400,444.61,447.69,442.08,445.33,0
1762871400,439.44,442.48,432.36,435.88,0
1762885800,435.83,440.46,434.09,439.46,0
1762957800,442.15,442.31,426.56,431.43,0
1762972200,431.37,432.75,429,430.59,0
1763044200,423.08,424.5,397.69,398.35,0
1763058600,398.36,404.33,396.4,401.9,0
1763130600,386.33,412.17,382.8,405.92,0
1763145000,405.75,410.41,403.54,404.39,0
1763389800,398.84,423.96,398.74,412.36,0
1763404200,412.27,413.82,404,408.98,0
1763476200,405.3,408.9,393.71,404.06,0
1763490600,404.08,406.59,400.79,401.13,0
1763562600,406.13,411.76,398.5,400.3,0
1763577000,400.23,406,399.88,404.04,0
1763649000,414.63,428.94,398.49,405.19,0
1763663400,405.12,405.79,394.75,395.055,0
1763735400,402.17,402.72,383.77,394.68,0
1763749800,394.6,402.31,390.58,391.16,0
1763994600,402.17,420.49,401.12,418.61,0
1764009000,418.61,421.71,416,417.56,0
1764081000,414.42,420.46,405.96,418.63,0
1764095400,418.65,420.17,414.63,419.33,0
1764167400,423.95,425.5,416.89,423.49,0
1764181800,423.55,426.94,422.03,426.49,0
1764340200,426.48,432.92,426.2,430.09,0
1764599400,425.39,433.66,425.23,429.28,0
1764613800,429.31,430.28,426.31,430.26,0
1764685800,430.8,436.82,422.13,425.06,0
1764700200,425.02,431.05,424.06,429.04,0
1764772200,432.04,444.38,431.1,443.3,0
1764786600,443.29,447.92,442.61,446.89,0
1764858600,449.9,454.63,445.41,448.475,0
1764873000,448.475,454.65,446.2,454.49,0
1764945000,453.03,458.87,451.66,455.31,0
1764959400,455.3,455.81,453.66,454.91,0
1765204200,447.41,449.72,436.52,437.23,0
1765218600,437.19,439.74,435.26,439.65,0
1765290600,437.6,452.39,435.71,450.53,0
1765305000,450.54,450.67,445.01,445.25,0
1765377000,445.93,450.2,443.65,445.44,0
1765391400,445.41,456.88,444.28,451.41,0
1765463400,448.945,449.25,440.34,446.14,0
1765477800,446.13,448.05,444.19,446.94,0
1765549800,448.12,463.01,441.68,455.62,0
1765564200,455.59,459.165,450.11,459.165,0
1765809000,469.45,481.76,467.7,475.7,0
1765823400,475.73,480.63,474.59,475.155,0
1765895400,472.15,482.05,465.84,477.25,0
1765909800,477.34,491.5,477.24,489.79,0
1765981800,488.22,495.25,472.73,474.51,0
1765996200,474.5,474.87,466.22,467.23,0
1766068200,477.985,490.86,473.12,488.64,0
1766082600,488.605,489.19,483.18,483.3,0
1766154600,488.3,490.49,474.8,481.24,0
1766169000,481.27,484,480.56,480.98,0
1766413800,489.99,498.83,485.35,494.62,0
1766428200,494.68,496.41,487.44,488.87,0
1766500200,489.38,491.95,483.35,485.41,0
1766514600,485.41,487.4,482.85,485.6,0
1766586600,488.42,490.9,476.81,485.41,0
1766759400,485.14,489.08,473.82,478.87,0
1766773800,478.86,479.24,474.98,475.215,0
1767018600,468.95,469.35,461.33,464.085,0
1767033000,464.08,464.36,459.3,459.71,0
1767105000,461.09,463.1,453.83,460.48,0
1767119400,460.51,460.73,454.04,454.405,0
1767191400,456.08,456.54,452.3,454.84,0
1767205800,454.89,455.08,449.32,449.66,0
1767364200,457.9,458.34,437.92,438.4,0
1767378600,438.35,441.62,435.31,438.1,0
1767623400,447.79,457.53,444.57,454.72,0
1767637800,454.68,457.1,450.86,451.675,0
1767709800,446.365,448.25,428.78,429.74,0
1767724200,429.7,434.67,429.13,433.18,0
1767796200,435.91,438.35,431.62,436.34,0
1767810600,436.35,437.52,431.29,431.35,0
1767882600,427.81,436.89,424.36,434.16,0
1767897000,434.18,436.25,432.43,435.91,0
1767969000,435.82,449.04,430.4,447.18,0
1767983400,447.17,447.9,444.34,444.98,0
1768228200,441.17,454.26,438,450.83,0
1768242600,450.87,452.13,448.27,448.9,0
1768314600,450.15,451.8,445.42,447.44,0
1768329000,447.48,448.17,443.95,447.12,0
1768401000,442.86,443.9,434.22,436.43,0
1768415400,436.355,439.45,434.91,439.02,0
1768487400,441.13,445.36,439.49,443.25,0
1768501800,443.22,443.82,437.65,438.47,0
1768573800,439.51,447.24,435.27,440.34,0
1768588200,440.33,440.84,437.36,437.67,0
1768919400,429.47,430.66,423.45,424.79,0
1768933800,424.8,425.01,417.46,419.24,0
1769005800,421.76,429.77,419.64,425.64,0
1769020200,425.67,438.2,425.34,431.48,0
1769092200,435.16,448.26,432.63,444.98,0
1769106600,444.94,449.46,444.6,449.35,0
1769178600,447.425,452.43,444.04,446.73,0
1769193000,446.73,449.31,446.05,449.11,0
1769437800,445.025,445.06,436.73,438.575,0
1769452200,438.55,438.85,434.29,435.23,0
1769524200,437.48,437.48,431.81,432.79,0
1769538600,432.83,433.88,430.7,430.91,0
1769610600,431.91,438.26,431.2,434.81,0
1769625000,434.8,436,430.1,431.06,0
1769697000,437.61,440.2,414.62,421.84,0
1769711400,421.82,422.94,414.95,416.51,0
1769783400,425.77,439.88,422.7,434.65,0
1769797800,434.76,436.6,430.1,430.335,0
1770042600,421.13,426.92,414.51,426.3,0
1770057000,426.3,427.15,421.75,421.76,0
1770129000,424.27,428.55,416.89,418.1,0
1770143400,418.09,422.19,413.69,421.81,0
1770215400,420.36,423.9,399.19,406.47,0
1770229800,406.49,409.35,402.28,405.93,0
1770301800,397.04,402.08,387.545,399.61,0
1770316200,399.58,401.44,393.03,396.9,0
1770388200,400.87,414.54,397.78,412.18,0
1770402600,412.18,414.55,410.645,410.99,0
1770647400,409.905,421.25,407.3,418.34,0
1770661800,418.27,420.9,417.12,417.21,0
1770733800,418.11,427.25,417,423.31,0
1770748200,423.29,425.95,422.38,425.69,0
